material_id,chem_formula,R$_0$,B,Gd_chemenv,num_Gd_chemenvs,Gd_wyckoff,num_Gd_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Gd_sites,num_CN_env,num_charge_states,GdX_coordn,GdO_coordn,mean_coordn_Gd-X,min_coordn_Gd-X,max_coordn_Gd-X,mean_coordn_Gd-O,min_coordn_Gd-O,max_coordn_Gd-O,mean_Gd_charge,min_Gd_charge,max_Gd_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GdO_BondL
mp-771342,Gd2P4O13,1.737275694716602,0.7676716311017321,Square-face bicapped trigonal prism,1,4f,1,[2.629538623753559],0.0,2.629538623753559,A2B4C13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Gd-O-P,0.023901243157894,-3.116429852819549,3.2992,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"O, P",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.457080478947387
mp-771816,Gd3NbO7,2.13237092664245,0.3567929341708425,"Cube, Pentagonal bipyramid",2,"8d, 4c",2,"[1.38176377862859, 2.23519665582412]",0.0,1.808480217226355,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Nb-O,0.010639220227282,-3.685003981136364,2.3527,3,Orthorhombic,mmm,Pnma,oxide,,,Nb,,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3972122220879877
mp-772787,Gd2P4O13,1.899445673338377,0.5671955485115858,Pentagonal bipyramid,1,4c,1,[1.409853391623652],0.0,1.409853391623652,A2B4C13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Gd-O-P,0.0,-3.140331095977445,3.3033,3,Orthorhombic,222,C222_1,oxide,,,,,,,"O, P",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.3585298631502893
mp-773192,Gd2(WO4)3,2.411506948400393,0.0170709685557567,Square-face bicapped trigonal prism,1,4f,1,[2.233428086741144],0.0,2.233428086741144,A2B3C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-O-W,0.036392434999996,-2.720304992647058,3.2275,3,Monoclinic,2/m,C2/c,oxide,,,W,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4281793523231605
mp-778473,Gd3SbO7,1.8828946371392,0.6495684176698585,"Cube, Pentagonal bipyramid",2,"8d, 4c",2,"[1.08706878367353, 2.295159605633532]",0.0,1.691114194653531,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Gd-O-Sb,0.016256557272726,-3.346392045454545,2.6172,3,Orthorhombic,mmm,Pnma,oxide,,,,,,Sb,"O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4543008926984284
mp-779249,Gd3TaO7,1.9266152599846351,0.5877722068778298,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.365829325264373, 0.774745355998894]",0.0,1.5702873406316336,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Ta,0.017717723636366,-3.633369132939394,2.5573,3,Orthorhombic,mmm,Cmcm,oxide,,,Ta,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.448520408542025
mp-779260,Gd3SbO7,1.834951376534243,0.6557428329234429,"Cube, Square-face capped trigonal prism, Pentagonal bipyramid",3,2i,1,"[3.647127985077865, 1.9743147671120522, 3.47818433561201]",0.0,3.0332090292673093,AB3C7,3,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Sb,0.007480504545453,-3.3551680981818173,2.617199999999999,3,Triclinic,-1,P-1,oxide,,,,,,Sb,"O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4161859549787392
mp-779424,Gd3TaO7,1.7725769925876402,0.7423859234985103,"Face-capped octahedron, Pentagonal bipyramid",2,2i,1,"[3.5920056161423712, 4.264667874289372, 3.225436883687274]",0.0,3.6940367913730054,AB3C7,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ta,0.000474387272728,-3.650612469303031,2.7834,3,Triclinic,-1,P-1,oxide,,,Ta,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.387779793355647
mp-779989,Gd2P4O13,1.9481813308296707,0.5217945726804063,Octahedron,1,4e,1,"[2.008214176807753, 0.48587615055724204]",0.0,1.2470451636824975,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Gd-O-P,0.026150005789475,-3.11418109018797,3.3391,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.3160634295997813
mp-780240,Gd2P4O13,1.9900812935152403,0.4607268697167376,Octahedron,1,4e,1,"[0.889866279823839, 0.8749413706162]",0.0,0.8824038252200195,A2B4C13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Gd-O-P,0.019418445000001,-3.120912650977443,3.2596,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3160494048187075
mp-780255,Gd3NbO7,2.245598690628956,0.1706596017635011,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.500774994283537, 1.663884636558767]",0.0,2.582329815421152,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Nb-O,0.004152713636374,-3.691490487727272,2.282,3,Orthorhombic,222,C222_1,oxide,,,Nb,,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3697586540508815
mp-781897,Gd3NbO7,1.9480722532450896,0.5654090866303766,"Cube, Pentagonal bipyramid",2,"4g, 2a",2,"[2.355187264561433, 0.7457073891068521]",0.0,1.5504473268341425,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Nb-O,0.023237372272737,-3.672405829090909,2.2313,3,Orthorhombic,mmm,Cmcm,oxide,,,Nb,,,,"N, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.448112498765704
mp-866304,Ba2GdB2ClO6,1.4197967282409132,1.1264041796458404,Square-face capped trigonal prism,1,2e,1,[2.5078563059170023],0.0,2.5078563059170023,ABC2D2E6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Ba-Cl-Gd-O,0.0,-3.302008123194445,0.0,5,Monoclinic,2/m,P2_1/m,hypochlorite,,Ba,,,,B,"C, O",Cl,,Gd,,B > 1,Positive B,2.3482723228368583
mp-8986,Ba2GdC2(O2F)3,2.1321958149882243,0.3265675279453774,Tricapped triangular prism (three square-face caps),1,4c,1,[1.9676505910531301],0.0,1.9676505910531301,AB2C2D3E6,1,1,1,[9.0],[6.0],9.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Ba-C-F-Gd-O,0.0,-3.189729867857143,0.402599999999999,5,Orthorhombic,mmm,Pbcn,fluoride,,Ba,,,,B,"C, O",F,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.5032633778961575
mp-978099,K3Gd(PO4)2,2.500586311595483,-0.1082155451765165,Square-face capped trigonal prism,1,2e,1,[1.5036969096279802],0.0,1.5036969096279802,AB2C3D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Gd-K-O-P,0.0,-2.966707809002542,1.2922,4,Monoclinic,2/m,P2_1/m,phosphate,K,,,,,,"O, P",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.38943500831194
mp-9806,KGd(CO3)2,1.746252376751237,0.7255759839427529,Square antiprism,1,2e,1,[2.44326051653702],0.0,2.44326051653702,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Gd-K-O,0.0,-2.553550587725001,2.7427,4,Monoclinic,2/m,C2/c,carbonate,K,,,,,,"C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4235507767676867
mp-997498,Ce4GdO9,4.172718036892118,-2.6773021190541337,Trigonal prism,1,1a,1,[7.867118825356922],1.0,7.867118825356922,AB4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ce-Gd-O,0.027410783392838,-3.746213827946408,0.0,3,Orthorhombic,mm2,Imm2,oxide,,,,,,,"C, O",,,"Ce, Gd",,B < -1,Negative B,2.316374338017803
